WordID	Stimuliname	ID	Word	DepRel	Head	UniversalPOS	Dom	HeadPOS	Headdirection	Disttoheadnominal	POStag	Disttohead	Disttoheadabs	First fixation duration on every word	Fixation prob	Frequency	HowOftenNews	HowOftenTweets	InterestRating	InterestRating n std from mean	Mean fixation duration per sent	Mean fixation duration per word	Next fixation duration	Next word fixated binary	P1stFix	P2ndFix	Previous fixation duration	Previous word fixated binary	Re-read prob	Reading time per sent norm	Sentence len	Share of fixated words per sent	TimePrctg	Total fixation duration per word	Total regression from duration	Total regresssion to duration	Word len	index	level_0	nFixations	nFixations per sent norm	nLong regressions from	nLong regressions per sent norm	nLong regressions to	nRefixations	nRefixations per sent norm	nRegressions from	nRegressions per sent norm	nRegressions to
353	MAI0333.png	14	may	aux	15	VERB	MAI	VB	Right	1	MD	1.0	1.0	118.2	0.6	6.1954e-06	2.6	1.6	1.6	-0.65982015505	220.527367662	130.7	109.1	0.5	0.0	0.0	126.5	0.7	0.1	183.43	20.0	0.6	0.03417518423	143.2	11.7	38.3	3.0	13.0	28702.0	0.7	0.795	0.3	0.18	0.2	0.0	0.05	0.1	0.195	0.2
354	MAI0333.png	15	be	rcmod	11	VERB	MAI	NNP	Left	>1	VB	-4.0	4.0	105.8	0.5	1.32e-08	2.6	1.6	1.6	-0.65982015505	220.527367662	119.55	96.7	0.6	0.0	0.0	94.9	0.6	0.1	183.43	20.0	0.6	0.02490198361	133.3	50.8	27.5	2.0	14.0	28703.0	0.6	0.795	0.0	0.18	0.2	0.0	0.05	0.3	0.195	0.1
355	MAI0333.png	16	his	poss	18	PRON	MAI	NN	Right	>1	PRP$	2.0	2.0	100.9	0.6	9.0946e-06	2.6	1.6	1.6	-0.65982015505	220.527367662	108.4	93.4	0.5	0.0	0.1	140.8	0.5	0.1	183.43	20.0	0.6	0.06307229499	115.9	73.4	30.8	3.0	15.0	28704.0	0.7	0.795	0.1	0.18	0.0	0.0	0.05	0.3	0.195	0.2
356	MAI0333.png	17	new	amod	18	ADJ	MAI	NN	Right	1	JJ	1.0	1.0	101.6	0.5	1.32e-08	2.6	1.6	1.6	-0.65982015505	220.527367662	119.95	104.1	0.8	0.0	0.0	109.0	0.6	0.2	183.43	20.0	0.6	0.0305739537	138.3	17.5	20.0	3.0	16.0	28705.0	0.7	0.795	0.2	0.18	0.2	0.2	0.05	0.1	0.195	0.1
357	MAI0333.png	18	school	attr	15	NOUN	MAI	VB	Left	>1	NN	-3.0	3.0	136.0	0.8	0.0002167871	2.6	1.6	1.6	-0.65982015505	220.527367662	162.25	169.8	0.3	0.1	0.0	190.0	0.5	0.1	183.43	20.0	0.6	0.068482208	188.5	85.8	62.6	6.0	17.0	28706.0	0.9	0.795	0.1	0.18	0.2	0.0	0.05	0.2	0.195	0.4
358	MAI0333.png	19	-LRB-	punct	24	.	MAI	JJ	Right	>1	-LRB-	5.0	5.0	0.0	0.0	0.0	2.6	1.6	1.6	-0.65982015505	220.527367662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.43	20.0	0.6	0.0	0.0	0.0	0.0	5.0	18.0	28707.0	0.0	0.795	0.0	0.18	0.0	0.0	0.05	0.0	0.195	0.0
359	MAI0333.png	20	so	advmod	21	ADV	MAI	RB	Right	1	RB	1.0	1.0	70.7	0.3	0.0021256813	2.6	1.6	1.6	-0.65982015505	220.527367662	70.7	143.3	0.7	0.0	0.0	65.0	0.8	0.0	183.43	20.0	0.6	0.01712253614	70.7	20.0	21.6	2.0	19.0	28708.0	0.3	0.795	0.1	0.18	0.1	0.0	0.05	0.1	0.195	0.1
360	MAI0333.png	21	far	dep	24	ADV	MAI	JJ	Right	>1	RB	3.0	3.0	193.1	0.7	7.1486e-06	2.6	1.6	1.6	-0.65982015505	220.527367662	213.35	142.3	0.5	0.0	0.0	129.1	0.3	0.1	183.43	20.0	0.6	0.06259547788	252.2	20.0	20.0	3.0	20.0	28709.0	1.0	0.795	0.7	0.18	0.2	0.2	0.05	0.1	0.195	0.1
361	MAI0333.png	22	,	punct	24	.	MAI	JJ	Right	>1	,	2.0	2.0	54.2	0.2	0.033130091	2.6	1.6	1.6	-0.65982015505	220.527367662	54.2	38.3	0.0	0.0	0.0	57.4	0.0	0.0	183.43	20.0	0.6	0.0084416578	54.2	0.0	40.0	1.0	21.0	28710.0	0.2	0.795	0.0	0.18	0.0	0.0	0.05	0.0	0.195	0.1
362	MAI0333.png	23	so	advmod	24	ADV	MAI	JJ	Right	1	RB	1.0	1.0	131.5	0.5	0.0021256813	2.6	1.6	1.6	-0.65982015505	220.527367662	159.4	89.1	0.4	0.0	0.0	110.7	0.7	0.1	183.43	20.0	0.6	0.081476048	187.3	0.0	18.3	2.0	22.0	28711.0	0.6	0.795	0.1	0.18	0.0	0.1	0.05	0.0	0.195	0.1
363	MAI0333.png	24	good	root	0	ADJ	MAI	ROOT	root	1	JJ	0.0	0.0	129.1	0.4	2.65e-08	2.6	1.6	1.6	-0.65982015505	220.527367662	129.1	114.1	0.0	0.0	0.0	125.8	0.5	0.0	183.43	20.0	0.6	0.02671385961	129.1	0.0	105.8	4.0	23.0	28712.0	0.4	0.795	0.2	0.18	0.0	0.0	0.05	0.0	0.195	0.3
364	MAI0333.png	25	-RRB-	punct	24	.	MAI	JJ	Left	1	-RRB-	-1.0	1.0	26.6	0.1	0.0	2.6	1.6	1.6	-0.65982015505	220.527367662	26.6	0.0	0.0	0.0	0.0	23.3	0.0	0.0	183.43	20.0	0.6	0.00547099959	26.6	0.0	0.0	5.0	24.0	28713.0	0.1	0.795	0.0	0.18	0.0	0.0	0.05	0.0	0.195	0.0
365	MAI0333.png	26	.	punct	24	.	MAI	JJ	Left	>1	.	-2.0	2.0	0.0	0.0	0.0426665265	2.6	1.6	1.6	-0.65982015505	220.527367662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.43	20.0	0.6	0.0	0.0	0.0	0.0	1.0	25.0	28714.0	0.0	0.795	0.0	0.18	0.0	0.0	0.05	0.0	0.195	0.0
366	TWI0075.png	1	Call	root	0	VERB	TWI	ROOT	root	1	VB	0.0	0.0	54.1	0.2	0.0006876795	2.6	1.6	2.5	0.11435557121	265.62797619	59.5	38.3	0.5	0.1	0.2	30.0	0.0	0.1	177.1	12.0	0.50833333333	0.02059450619	64.9	12.5	0.0	4.0	0.0	28500.5	0.3	0.625	0.0	0.05833333332	0.0	0.1	0.06666666665	0.1	0.11666666666	0.0
367	TWI0075.png	2	me	nsubj	3	PRON	TWI	JJ	Right	1	PRP	1.0	1.0	112.3	0.5	0.0032049306	2.6	1.6	2.5	0.11435557121	265.62797619	129.35	84.2	0.5	0.3	0.1	189.8	0.2	0.1	177.1	12.0	0.50833333333	0.08840693014	146.4	74.1	0.0	2.0	1.0	28501.5	0.6	0.625	0.0	0.05833333332	0.0	0.1	0.06666666665	0.2	0.11666666666	0.0
368	TWI0075.png	3	crazy	xcomp	1	ADJ	TWI	VB	Left	>1	JJ	-2.0	2.0	145.0	0.5	3.4684e-06	2.6	1.6	2.5	0.11435557121	265.62797619	152.9	88.3	0.5	0.2	0.3	169.8	0.5	0.1	177.1	12.0	0.50833333333	0.09455555093	160.8	25.0	42.5	5.0	2.0	28502.5	0.6	0.625	0.0	0.05833333332	0.1	0.1	0.06666666665	0.2	0.11666666666	0.1
369	TWI0075.png	4	but	cc	1	CONJ	TWI	VB	Left	>1	CC	-3.0	3.0	60.8	0.5	0.0005014724	2.6	1.6	2.5	0.11435557121	265.62797619	73.7	106.6	0.1	0.1	0.3	108.2	0.5	0.1	177.1	12.0	0.50833333333	0.07269211429	86.6	15.0	12.5	3.0	3.0	28503.5	0.6	0.625	0.0	0.05833333332	0.1	0.0	0.06666666665	0.1	0.11666666666	0.1
370	TWI0075.png	5	I	nsubj	6	PRON	TWI	VBP	Right	1	PRP	1.0	1.0	25.8	0.1	0.0161294194	2.6	1.6	2.5	0.11435557121	265.62797619	25.8	35.8	0.7	0.0	0.0	15.0	0.5	0.0	177.1	12.0	0.50833333333	0.01548619448	25.8	15.0	0.0	1.0	4.0	28504.5	0.1	0.625	0.0	0.05833333332	0.1	0.0	0.06666666665	0.1	0.11666666666	0.0
371	TWI0075.png	6	love	conj	1	VERB	TWI	VB	Left	>1	VBP	-5.0	5.0	153.3	0.7	4.06807e-05	2.6	1.6	2.5	0.11435557121	265.62797619	153.3	138.3	0.4	0.1	0.1	169.0	0.1	0.0	177.1	12.0	0.50833333333	0.06021649492	153.3	41.6	28.3	4.0	5.0	28505.5	0.7	0.625	0.0	0.05833333332	0.0	0.0	0.06666666665	0.2	0.11666666666	0.2
372	TWI0075.png	7	the	det	8	DET	TWI	NN	Right	1	DT	1.0	1.0	91.6	0.4	7.94e-08	2.6	1.6	2.5	0.11435557121	265.62797619	91.6	82.5	0.8	0.0	0.0	53.3	0.7	0.0	177.1	12.0	0.50833333333	0.04172493681	91.6	0.0	0.0	3.0	6.0	28506.5	0.4	0.625	0.2	0.05833333332	0.1	0.0	0.06666666665	0.0	0.11666666666	0.0
373	TWI0075.png	8	smell	dobj	6	NOUN	TWI	VBP	Left	>1	NN	-2.0	2.0	148.4	0.8	3.574e-07	2.6	1.6	2.5	0.11435557121	265.62797619	161.7	198.1	0.3	0.1	0.0	224.9	0.4	0.1	177.1	12.0	0.50833333333	0.06806695333	175.0	23.3	38.3	5.0	7.0	28507.5	0.9	0.625	0.0	0.05833333332	0.2	0.0	0.06666666665	0.1	0.11666666666	0.2
374	TWI0075.png	9	of	prep	8	ADP	TWI	NN	Left	1	IN	-1.0	1.0	94.9	0.3	0.0149382684	2.6	1.6	2.5	0.11435557121	265.62797619	94.9	80.8	0.7	0.0	0.0	80.8	0.8	0.0	177.1	12.0	0.50833333333	0.03045618537	94.9	61.6	0.0	2.0	8.0	28508.5	0.3	0.625	0.0	0.05833333332	0.1	0.0	0.06666666665	0.2	0.11666666666	0.0
375	TWI0075.png	10	old	amod	11	ADJ	TWI	NNS	Right	1	JJ	1.0	1.0	156.6	0.7	2.8965e-05	2.6	1.6	2.5	0.11435557121	265.62797619	156.6	281.5	0.8	0.0	0.0	125.9	0.3	0.0	177.1	12.0	0.50833333333	0.09857461219	156.6	15.8	0.0	3.0	9.0	28509.5	0.7	0.625	0.1	0.05833333332	0.0	0.0	0.06666666665	0.1	0.11666666666	0.0
376	TWI0075.png	11	books	pobj	9	NOUN	TWI	IN	Left	>1	NNS	-2.0	2.0	248.3	0.8	8.87085e-05	2.6	1.6	2.5	0.11435557121	265.62797619	403.05	432.2	0.4	0.0	0.0	377.3	0.7	0.7	177.1	12.0	0.50833333333	0.22340283984	582.0	166.6	86.6	5.0	10.0	28510.5	1.7	0.625	0.3	0.05833333332	0.0	0.5	0.06666666665	0.1	0.11666666666	0.5
377	TWI0075.png	12	f	dep	6	X	TWI	VBP	Left	>1	SYM	-6.0	6.0	210.0	0.4	6.86395e-05	2.6	1.6	2.5	0.11435557121	265.62797619	313.2	64.9	0.0	0.1	0.0	78.2	0.8	0.0	177.1	12.0	0.50833333333	0.15246637111	313.2	0.0	181.6	1.0	11.0	28511.5	0.4	0.625	0.0	0.05833333332	0.0	0.0	0.06666666665	0.0	0.11666666666	0.2
378	TWI0075.png	13	...	punct	1	.	TWI	VB	Left	>1	:	-12.0	12.0	74.1	0.2	0.0017479322	2.6	1.6	2.5	0.11435557121	265.62797619	74.1	34.1	0.0	0.0	0.0	55.8	0.0	0.0	177.1	12.0	0.50833333333	0.03335631039	74.1	0.0	31.6	3.0	12.0	28512.5	0.2	0.625	0.1	0.05833333332	0.0	0.0	0.06666666665	0.0	0.11666666666	0.1
379	MAI0350.png	1	I	nsubj	2	PRON	MAI	VBP	Right	1	PRP	1.0	1.0	0.0	0.0	0.0161294194	2.6	1.6	2.2	-0.21179836309	235.674907146	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	206.061111111	18.0	0.57222222223	0.0	0.0	0.0	0.0	1.0	0.0	28337.5	0.0	0.8388888889	0.0	0.06111111113	0.0	0.0	0.07777777778	0.0	0.14444444444	0.0
380	MAI0350.png	2	have	root	0	VERB	MAI	ROOT	root	1	VBP	0.0	0.0	78.4	0.5	1.32e-08	2.6	1.6	2.2	-0.21179836309	235.674907146	89.65	111.5	0.4	0.2	0.3	93.2	0.0	0.1	206.061111111	18.0	0.57222222223	0.02924593305	100.9	53.2	0.0	4.0	1.0	28338.5	0.6	0.8388888889	0.0	0.06111111113	0.0	0.1	0.07777777778	0.3	0.14444444444	0.0
381	MAI0350.png	3	a	det	4	DET	MAI	NN	Right	1	DT	1.0	1.0	70.8	0.4	0.0171776385	2.6	1.6	2.2	-0.21179836309	235.674907146	70.8	87.6	0.9	0.1	0.3	94.1	0.5	0.0	206.061111111	18.0	0.57222222223	0.02034639795	70.8	71.6	13.3	1.0	2.0	28339.5	0.4	0.8388888889	0.0	0.06111111113	0.0	0.0	0.07777777778	0.3	0.14444444444	0.1
382	MAI0350.png	4	concern	dobj	2	NOUN	MAI	VBP	Left	>1	NN	-2.0	2.0	170.6	0.9	1.5621e-06	2.6	1.6	2.2	-0.21179836309	235.674907146	222.65	187.5	0.3	0.5	0.2	309.9	0.4	0.4	206.061111111	18.0	0.57222222223	0.07214503784	274.7	37.5	74.9	7.0	3.0	28340.5	1.3	0.8388888889	0.0	0.06111111113	0.3	0.1	0.07777777778	0.2	0.14444444444	0.4
383	MAI0350.png	5	that	complm	11	ADP	MAI	VB	Right	>1	IN	6.0	6.0	71.7	0.3	1.32e-08	2.6	1.6	2.2	-0.21179836309	235.674907146	71.7	69.2	0.4	0.0	0.1	48.3	0.9	0.0	206.061111111	18.0	0.57222222223	0.01472932111	71.7	0.0	0.0	4.0	4.0	28341.5	0.3	0.8388888889	0.0	0.06111111113	0.0	0.0	0.07777777778	0.0	0.14444444444	0.0
384	MAI0350.png	6	the	det	9	DET	MAI	NN	Right	>1	DT	3.0	3.0	85.0	0.4	7.94e-08	2.6	1.6	2.2	-0.21179836309	235.674907146	111.75	54.2	0.8	0.1	0.0	114.9	0.3	0.1	206.061111111	18.0	0.57222222223	0.06417390896	153.2	99.9	0.0	3.0	5.0	28342.5	0.6	0.8388888889	0.0	0.06111111113	0.0	0.0	0.07777777778	0.3	0.14444444444	0.0
385	MAI0350.png	7	Enron	nn	9	NOUN	MAI	NN	Right	>1	NNP	2.0	2.0	186.6	0.8	0.0005352428	2.6	1.6	2.2	-0.21179836309	235.674907146	237.85	198.1	1.0	0.1	0.0	193.2	0.4	0.4	206.061111111	18.0	0.57222222223	0.06464422812	294.1	28.3	51.6	5.0	6.0	28343.5	1.3	0.8388888889	0.3	0.06111111113	0.0	0.0	0.07777777778	0.1	0.14444444444	0.3
386	MAI0350.png	8	optionality	nn	9	NOUN	MAI	NN	Right	1	NN	1.0	1.0	240.6	1.0	1.32e-08	2.6	1.6	2.2	-0.21179836309	235.674907146	373.075	212.4	0.9	0.0	0.1	168.3	0.8	0.6	206.061111111	18.0	0.57222222223	0.17603859778	580.3	101.5	45.8	11.0	7.0	28344.5	2.4	0.8388888889	0.0	0.06111111113	0.2	0.6	0.07777777778	0.6	0.14444444444	0.2
387	MAI0350.png	9	bug	nsubj	11	NOUN	MAI	VB	Right	>1	NN	2.0	2.0	181.5	0.9	1.5753e-06	2.6	1.6	2.2	-0.21179836309	235.674907146	234.825	153.2	0.6	0.0	0.0	248.9	1.0	0.4	206.061111111	18.0	0.57222222223	0.08296952008	307.3	40.8	62.4	3.0	8.0	28345.5	1.5	0.8388888889	0.0	0.06111111113	0.1	0.0	0.07777777778	0.2	0.14444444444	0.6
388	MAI0350.png	10	could	aux	11	VERB	MAI	VB	Right	1	MD	1.0	1.0	95.8	0.6	1.32e-08	2.6	1.6	2.2	-0.21179836309	235.674907146	109.55	147.4	0.8	0.0	0.0	105.0	0.9	0.2	206.061111111	18.0	0.57222222223	0.02524579036	123.3	13.3	0.0	5.0	9.0	28346.5	0.8	0.8388888889	0.0	0.06111111113	0.1	0.1	0.07777777778	0.1	0.14444444444	0.0
389	MAI0350.png	11	bite	ccomp	4	VERB	MAI	NN	Left	>1	VB	-7.0	7.0	189.8	0.8	6.354e-07	2.6	1.6	2.2	-0.21179836309	235.674907146	199.4	133.1	0.4	0.0	0.0	133.3	0.6	0.1	206.061111111	18.0	0.57222222223	0.06934343596	209.0	0.0	13.3	4.0	10.0	28347.5	0.9	0.8388888889	0.1	0.06111111113	0.3	0.0	0.07777777778	0.0	0.14444444444	0.1
390	MAI0350.png	12	us	dobj	11	PRON	MAI	VB	Left	1	PRP	-1.0	1.0	70.0	0.4	0.0013982213	2.6	1.6	2.2	-0.21179836309	235.674907146	70.0	76.7	0.4	0.0	0.0	75.8	0.8	0.0	206.061111111	18.0	0.57222222223	0.01760260561	70.0	19.1	15.8	2.0	11.0	28348.5	0.4	0.8388888889	0.0	0.06111111113	0.1	0.0	0.07777777778	0.1	0.14444444444	0.1
391	MAI0350.png	13	on	prep	11	ADP	MAI	VB	Left	>1	IN	-2.0	2.0	82.4	0.4	2.65e-08	2.6	1.6	2.2	-0.21179836309	235.674907146	82.4	114.9	0.2	0.0	0.0	84.9	0.4	0.0	206.061111111	18.0	0.57222222223	0.01620036028	82.4	0.0	0.0	2.0	12.0	28349.5	0.4	0.8388888889	0.2	0.06111111113	0.0	0.0	0.07777777778	0.0	0.14444444444	0.0
392	MAI0350.png	14	the	det	15	DET	MAI	NN	Right	1	DT	1.0	1.0	45.9	0.2	7.94e-08	2.6	1.6	2.2	-0.21179836309	235.674907146	45.9	28.3	0.8	0.0	0.0	37.5	0.4	0.0	206.061111111	18.0	0.57222222223	0.00911327598	45.9	0.0	0.0	3.0	13.0	28350.5	0.2	0.8388888889	0.0	0.06111111113	0.0	0.0	0.07777777778	0.0	0.14444444444	0.0
393	MAI0350.png	15	backside	pobj	13	NOUN	MAI	IN	Left	>1	NN	-2.0	2.0	183.1	0.8	6.222e-07	2.6	1.6	2.2	-0.21179836309	235.674907146	221.35	293.1	0.8	0.0	0.0	194.9	0.2	0.5	206.061111111	18.0	0.57222222223	0.06237562189	259.6	33.3	19.1	8.0	14.0	28351.5	1.3	0.8388888889	0.5	0.06111111113	0.0	0.1	0.07777777778	0.1	0.14444444444	0.1
394	MAI0350.png	16	with	prep	11	ADP	MAI	VB	Left	>1	IN	-5.0	5.0	238.1	0.8	1.456e-07	2.6	1.6	2.2	-0.21179836309	235.674907146	338.166666667	243.2	0.8	0.0	0.0	362.2	0.8	0.4	206.061111111	18.0	0.57222222223	0.10630372767	457.1	216.5	119.1	4.0	15.0	28352.5	1.3	0.8388888889	0.0	0.06111111113	0.0	0.2	0.07777777778	0.3	0.14444444444	0.3
395	MAI0350.png	17	that	det	18	DET	MAI	NN	Right	1	DT	1.0	1.0	327.4	0.8	1.32e-08	2.6	1.6	2.2	-0.21179836309	235.674907146	374.35	299.8	0.3	0.0	0.0	204.1	0.8	0.2	206.061111111	18.0	0.57222222223	0.1294958329	405.6	0.0	236.5	4.0	16.0	28353.5	1.0	0.8388888889	0.0	0.06111111113	0.0	0.1	0.07777777778	0.0	0.14444444444	0.4
396	MAI0350.png	18	one	pobj	16	NOUN	MAI	IN	Left	>1	NN	-2.0	2.0	177.4	0.3	0.0002399538	2.6	1.6	2.2	-0.21179836309	235.674907146	194.45	17.5	0.0	0.0	0.0	109.9	0.8	0.1	206.061111111	18.0	0.57222222223	0.04002640444	203.2	0.0	0.0	3.0	17.0	28354.5	0.4	0.8388888889	0.0	0.06111111113	0.0	0.1	0.07777777778	0.0	0.14444444444	0.0
397	MAI0350.png	19	.	punct	2	.	MAI	VBP	Left	>1	.	-17.0	17.0	0.0	0.0	0.0426665265	2.6	1.6	2.2	-0.21179836309	235.674907146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.061111111	18.0	0.57222222223	0.0	0.0	0.0	0.0	1.0	18.0	28355.5	0.0	0.8388888889	0.0	0.06111111113	0.0	0.0	0.07777777778	0.0	0.14444444444	0.0
398	MAI0340.png	1	It	nsubj	2	PRON	MAI	VBZ	Right	1	PRP	1.0	1.0	100.8	0.2	1.059e-07	2.6	1.6	1.7	-0.58347386668	244.154751082	118.875	39.2	0.3	0.1	0.1	40.0	0.0	0.1	227.166666667	12.0	0.58333333334	0.03380243091	154.2	20.8	0.0	2.0	0.0	28175.0	0.5	0.88333333334	0.0	0.09166666665	0.0	0.3	0.12499999999	0.1	0.2	0.0
399	MAI0340.png	2	is	root	0	VERB	MAI	ROOT	root	1	VBZ	0.0	0.0	48.3	0.3	1.059e-07	2.6	1.6	1.7	-0.58347386668	244.154751082	48.3	46.7	0.7	0.2	0.1	50.8	0.2	0.0	227.166666667	12.0	0.58333333334	0.07294863871	48.3	12.5	0.0	2.0	1.0	28176.0	0.3	0.88333333334	0.0	0.09166666665	0.0	0.0	0.12499999999	0.1	0.2	0.0
400	MAI0340.png	3	the	det	6	DET	MAI	NN	Right	>1	DT	3.0	3.0	131.6	0.7	7.94e-08	2.6	1.6	1.7	-0.58347386668	244.154751082	172.683333333	121.6	0.8	0.1	0.3	169.2	0.3	0.3	227.166666667	12.0	0.58333333334	0.07910185478	220.7	126.6	20.8	3.0	2.0	28177.0	1.1	0.88333333334	0.0	0.09166666665	0.3	0.1	0.12499999999	0.7	0.2	0.1
401	MAI0340.png	4	officer	poss	6	NOUN	MAI	NN	Right	>1	NN	2.0	2.0	150.7	0.8	8.34e-07	2.6	1.6	1.7	-0.58347386668	244.154751082	168.65	127.4	0.3	0.4	0.1	188.2	0.7	0.2	227.166666667	12.0	0.58333333334	0.05971352522	186.6	48.3	74.1	7.0	3.0	28178.0	1.0	0.88333333334	0.0	0.09166666665	0.0	0.0	0.12499999999	0.3	0.2	0.5
402	MAI0340.png	5	's	possessive	4	PRT	MAI	NN	Left	1	POS	-1.0	1.0	63.3	0.3	0.0044223195	2.6	1.6	1.7	-0.58347386668	244.154751082	63.3	86.6	0.9	0.0	0.0	97.4	0.8	0.0	227.166666667	12.0	0.58333333334	0.01660510716	63.3	64.1	20.0	2.0	4.0	28179.0	0.3	0.88333333334	0.0	0.09166666665	0.1	0.0	0.12499999999	0.2	0.2	0.1
403	MAI0340.png	6	meeting	attr	2	NOUN	MAI	VBZ	Left	>1	NN	-4.0	4.0	157.4	0.9	1.165e-06	2.6	1.6	1.7	-0.58347386668	244.154751082	222.183333333	288.1	0.5	0.1	0.3	158.3	0.3	0.5	227.166666667	12.0	0.58333333334	0.09919510679	298.9	63.2	47.5	7.0	5.0	28180.0	1.5	0.88333333334	0.2	0.09166666665	0.1	0.2	0.12499999999	0.3	0.2	0.3
404	MAI0340.png	7	for	prep	6	ADP	MAI	NN	Left	1	IN	-1.0	1.0	108.3	0.5	0.0088085519	2.6	1.6	1.7	-0.58347386668	244.154751082	117.05	128.2	0.7	0.0	0.0	74.9	0.9	0.1	227.166666667	12.0	0.58333333334	0.04316885059	125.8	20.8	17.5	3.0	6.0	28181.0	0.6	0.88333333334	0.0	0.09166666665	0.1	0.0	0.12499999999	0.1	0.2	0.1
405	MAI0340.png	8	Enterprise	pobj	7	NOUN	MAI	IN	Left	1	NNP	-1.0	1.0	169.0	0.7	1.853e-07	2.6	1.6	1.7	-0.58347386668	244.154751082	253.266666667	199.1	0.3	0.1	0.0	228.2	0.5	0.5	227.166666667	12.0	0.58333333334	0.10527388258	363.9	79.1	37.4	10.0	7.0	28182.0	1.4	0.88333333334	0.1	0.09166666665	0.5	0.2	0.12499999999	0.1	0.2	0.2
406	MAI0340.png	9	,	punct	2	.	MAI	VBZ	Left	>1	,	-7.0	7.0	25.8	0.1	0.033130091	2.6	1.6	1.7	-0.58347386668	244.154751082	25.8	0.0	0.0	0.0	0.0	18.3	0.0	0.0	227.166666667	12.0	0.58333333334	0.02107843137	25.8	18.3	0.0	1.0	8.0	28183.0	0.1	0.88333333334	0.0	0.09166666665	0.0	0.0	0.12499999999	0.1	0.2	0.0
407	MAI0340.png	10	and	cc	2	CONJ	MAI	VBZ	Left	>1	CC	-8.0	8.0	84.9	0.3	0.0005374271	2.6	1.6	1.7	-0.58347386668	244.154751082	99.6333333333	71.6	0.9	0.0	0.0	65.8	0.7	0.1	227.166666667	12.0	0.58333333334	0.04262692623	121.6	30.0	0.0	3.0	9.0	28184.0	0.5	0.88333333334	0.1	0.09166666665	0.0	0.1	0.12499999999	0.1	0.2	0.0
408	MAI0340.png	11	spouses	nsubjpass	13	NOUN	MAI	VBN	Right	>1	NNS	2.0	2.0	210.8	0.9	1.32e-08	2.6	1.6	1.7	-0.58347386668	244.154751082	289.8	215.0	0.5	0.0	0.1	182.5	0.3	0.3	227.166666667	12.0	0.58333333334	0.17560115722	403.9	65.8	76.6	7.0	10.0	28185.0	1.4	0.88333333334	0.6	0.09166666665	0.0	0.2	0.12499999999	0.2	0.2	0.2
409	MAI0340.png	12	are	auxpass	13	VERB	MAI	VBN	Right	1	VBP	1.0	1.0	152.4	0.5	9.91136e-05	2.6	1.6	1.7	-0.58347386668	244.154751082	203.65	191.5	0.8	0.0	0.0	163.3	0.9	0.2	227.166666667	12.0	0.58333333334	0.10289177718	254.9	17.5	38.3	3.0	11.0	28186.0	0.7	0.88333333334	0.1	0.09166666665	0.0	0.1	0.12499999999	0.1	0.2	0.2
410	MAI0340.png	13	invited	conj	2	VERB	MAI	VBZ	Left	>1	VBN	-11.0	11.0	250.7	0.8	2.3074e-05	2.6	1.6	1.7	-0.58347386668	244.154751082	354.4	241.5	0.0	0.0	0.0	264.0	0.5	0.4	227.166666667	12.0	0.58333333334	0.14799231125	458.1	0.0	196.5	7.0	12.0	28187.0	1.2	0.88333333334	0.0	0.09166666665	0.0	0.3	0.12499999999	0.0	0.2	0.7
411	MAI0340.png	14	.	punct	2	.	MAI	VBZ	Left	>1	.	-12.0	12.0	0.0	0.0	0.0426665265	2.6	1.6	1.7	-0.58347386668	244.154751082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.166666667	12.0	0.58333333334	0.0	0.0	0.0	0.0	1.0	13.0	28188.0	0.0	0.88333333334	0.0	0.09166666665	0.0	0.0	0.12499999999	0.0	0.2	0.0
412	WSJ0574.png	1	Justices	nn	2	NOUN	WSJ	NNP	Right	1	NNPS	1.0	1.0	156.6	0.7	5.295e-07	2.6	1.6	1.9	-0.47162818245	243.831733121	222.8	159.8	0.9	0.3	0.5	174.1	0.0	0.5	256.34	15.0	0.70000000001	0.06872300051	294.0	107.5	0.0	8.0	0.0	28018.5	1.3	1.04	0.0	0.06666666667	0.3	0.5	0.16666666667	0.5	0.15333333334	0.0
413	WSJ0574.png	2	Brennan	nsubj	5	NOUN	WSJ	VBP	Right	>1	NNP	3.0	3.0	220.7	0.9	1.32e-08	2.6	1.6	1.9	-0.47162818245	243.831733121	255.25	194.8	0.1	0.3	0.4	246.6	0.7	0.3	256.34	15.0	0.70000000001	0.07683044643	289.8	32.5	95.8	7.0	1.0	28019.5	1.2	1.04	0.0	0.06666666667	0.0	0.2	0.16666666667	0.2	0.15333333334	0.4
414	WSJ0574.png	3	and	cc	2	CONJ	WSJ	NNP	Left	1	CC	-1.0	1.0	25.8	0.1	0.0005374271	2.6	1.6	1.9	-0.47162818245	243.831733121	25.8	18.3	0.9	0.0	0.0	43.3	0.9	0.0	256.34	15.0	0.70000000001	0.006002792	25.8	0.0	0.0	3.0	2.0	28020.5	0.1	1.04	0.0	0.06666666667	0.0	0.0	0.16666666667	0.0	0.15333333334	0.0
